,listing_id,name,host_id,host_name,neighbourhood_group,room_type,price,number_of_reviews,last_review,reviews_per_month,availability_365,rating,number_of_stays,5_stars,listing_added,latitude,longitude
7519,14608350,Bedroom in the <3 of Astoria close to the city,45986534,Tina,"Queens, Astoria",Private room,40$,23,4/23/2019,0.73,30,3.643057704,27.6,0.759790767,10/18/2018,40.76792,-73.91191
7520,35742470,⍟Times Square | The Feeling of Home in Manhattan⍟,181773256,Laura,"Manhattan, Midtown",Entire home/apt,450$,0,,,65,,,,4/26/2018,40.7509,-73.98557
7521,22258326,Gorgeous spacious renovated 1Bed in Hellskitchen!,42304005,Dina,"Manhattan, Theater District",Entire home/apt,151$,18,5/13/2019,0.97,72,4.446062273,21.6,0.761758307,11/7/2018,40.75957,-73.98798
7522,15082723,"Williamsburg Private Room, Outdoor Space w/grill",33677512,Joseph,"Brooklyn, Williamsburg",Private room,95$,29,7/8/2019,0.85,0,3.986821634,34.8,0.686834996,1/2/2019,40.71204,-73.9656
7523,9758378,Prospect Heights/Park slope condo next to the Park,50324962,John,"Brooklyn, Prospect Heights",Entire home/apt,250$,13,5/11/2019,0.34,319,4.990476197,15.6,0.881088408,11/5/2018,40.67545,-73.96884
7524,7322,Chelsea Perfect,18946,Doti,"Manhattan, Chelsea",Private room,140$,260,7/1/2019,2.12,12,4.389050617,312,0.669872588,12/26/2018,40.74192,-73.99501
7525,32657400,LONG TERM -Medium room-A-B-C-D trains-Washer&Dryer,231870747,Ozzy,"Manhattan, Harlem",Private room,44$,2,7/1/2019,1.71,0,4.241772299,2.4,0.663882817,12/26/2018,40.82455,-73.94585
7526,3737847,Sanctuary Close To Manhattan ,19107278,Jaime,"Brooklyn, Bushwick",Private room,50$,2,6/1/2016,0.03,0,4.611266667,2.4,0.784897568,11/27/2015,40.7001,-73.91204
7527,26845561,The Unique Home in New York City,78643953,Daniel,"Brooklyn, Bushwick",Entire home/apt,159$,20,7/1/2019,3.14,258,4.752215204,24,0.930910951,12/26/2018,40.68875,-73.916
7528,31121555,Private Room With Private En-Suite Bathroom,9316328,Maria,"Brooklyn, Bedford-Stuyvesant",Private room,60$,14,6/26/2019,2.46,9,4.641190237,16.8,0.853459799,12/21/2018,40.68587,-73.95221
7529,15328271,"Huge Apt 5 miles to Manhattan, Parking available",77665938,Mag,"Queens, Maspeth",Entire home/apt,105$,92,6/25/2019,2.75,316,3.723072634,110.4,0.680813837,12/20/2018,40.72693,-73.90319
7530,8907362,1 Bdr in 3bdr East Village Apt,46537493,Erica,"Manhattan, East Village",Private room,90$,0,,,0,,,,9/28/2018,40.72822,-73.98128
7531,35658458,"GREAT LOFT STYLE APT, HEART OF LOWER EAST SIDE",11608565,Matt,"Manhattan, Lower East Side",Entire home/apt,200$,0,,,270,,,,6/4/2018,40.71694,-73.98218
7532,22231328,Spacious Brooklyn loft in Clinton Hill,4642506,Devin,"Brooklyn, Bedford-Stuyvesant",Private room,275$,17,6/25/2019,0.92,72,3.274681639,20.4,0.670988779,12/20/2018,40.69216,-73.96011
7533,9343313,Charming Bdrm Mins from Lively LES,11824700,Rachel,"Manhattan, Lower East Side",Private room,95$,13,5/18/2018,0.32,0,3.285531939,15.6,0.638288573,11/12/2017,40.71514,-73.98293
7534,3476431,Charming Fort Greene Studio,4374828,Michelle,"Brooklyn, Clinton Hill",Entire home/apt,110$,39,1/1/2019,0.85,0,3.939303639,46.8,0.739007029,6/28/2018,40.68407,-73.96715
7535,80493,Cozy room in East Village with AC,434987,Jennifer,"Manhattan, East Village",Private room,71$,182,7/4/2019,1.81,200,4.600766248,218.4,0.855673643,12/29/2018,40.72329,-73.98486
7536,9578325,"Lovely, Cozy Loft Carroll Gardens",1407251,Ute,"Brooklyn, Gowanus",Entire home/apt,129$,120,6/22/2019,2.73,275,4.376701896,144,0.706663646,12/17/2018,40.67924,-73.98718
7537,1657110,Luxury & Charm.  Steps from Christopher Park!,8315861,Jonathan,"Manhattan, West Village",Entire home/apt,195$,52,2/7/2019,0.74,0,4.382500638,62.4,0.743626827,8/4/2018,40.73433,-74.0036
7538,26939323,SUNNY ROOM 1 - SHORT RIDE TO MANHATTAN!,141362117,Julian And Michael,"Brooklyn, Williamsburg",Private room,67$,32,6/23/2019,2.8,348,4.639167335,38.4,0.861248733,12/18/2018,40.7076,-73.93426
7539,1039435,"Lovely studio in Manhattan,New York",5709288,Fabia,"Manhattan, Midtown",Entire home/apt,220$,1,1/2/2015,0.02,0,4.118192342,1.2,0.738312288,6/29/2014,40.75879,-73.9638
7540,21732716,Small Room in the great neighborhood ofPark Slope,55468128,Reina,"Brooklyn, Windsor Terrace",Private room,42$,88,6/24/2019,4.44,248,4.365631544,105.6,0.770510646,12/19/2018,40.6602,-73.98244
7541,31106126,Entire Luxurious private Studio Near LGA Airport,155691570,Mili,"Queens, East Elmhurst",Entire home/apt,80$,36,6/17/2019,5.71,150,3.556295363,43.2,0.767239427,12/12/2018,40.75812,-73.87195
7542,11545797,Cozy room with queen bed in 4b,8167445,Pedro,"Brooklyn, Bedford-Stuyvesant",Private room,55$,10,11/10/2017,0.25,0,4.495318382,12,0.677771589,5/7/2017,40.68692,-73.94242
7543,21322272,Comfy room steps away from Williamsburg nightlife,154339771,Chris,"Brooklyn, Williamsburg",Private room,50$,10,1/28/2018,0.5,0,3.709105264,12,0.7166234,7/25/2017,40.71258,-73.95742
7544,266756,REAL 2BR-HEART OF SOHO-LITTLE ITALY,1398809,Roberto  Mike,"Manhattan, Little Italy",Entire home/apt,199$,89,6/30/2018,0.99,0,3.796510165,106.8,0.680600014,12/25/2017,40.71905,-73.99677
7545,16122024,B & B in NYC!!,66915031,Sharon,"Manhattan, Washington Heights",Private room,65$,55,6/11/2019,5.54,5,4.21897011,66,0.689898126,12/6/2018,40.84657,-73.9357
7546,21236661,Beautiful 1BR Home in Heart of South Harlem,1522036,Stephen,"Manhattan, East Harlem",Entire home/apt,125$,1,1/2/2018,0.05,0,4.833722555,1.2,0.766835816,6/29/2017,40.80101,-73.9439
7547,30507110,Small room in shared APT near CUMC.,228945290,Daehan,"Manhattan, Washington Heights",Private room,45$,4,6/23/2019,0.57,90,4.181828175,4.8,0.620413977,12/18/2018,40.84215,-73.94266
7548,23594177,Minimalist Brooklyn Artist's Loft (Fort Greene),25096301,Ryan,"Brooklyn, Fort Greene",Entire home/apt,150$,8,8/11/2018,0.52,11,4.091972839,9.6,0.756626317,2/5/2018,40.68524,-73.97463
7549,23980622,Manhattan private room 2  Columbia university area,180380802,Avner,"Manhattan, Harlem",Private room,65$,11,5/7/2019,0.71,365,3.887972404,13.2,0.690771094,11/1/2018,40.81312,-73.95364
7550,34151215,Bright and Artsy 2 Bedroom Apartment,257810280,Leslie,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,100$,5,7/8/2019,5,0,4.246655342,6,0.69466726,1/2/2019,40.67935,-73.93715
7551,18559902,Central Park View 5th Avenue,125021178,Avi,"Manhattan, Midtown",Entire home/apt,350$,16,5/16/2019,0.64,352,3.532359125,19.2,0.707169314,11/10/2018,40.76646,-73.97912
7552,20124372,"LOVE MANHATTAN 1
NEAR TO YANKE STADIUM",143052745,Ociel,"Bronx, Mott Haven",Private room,40$,73,5/29/2019,3.16,51,4.547173469,87.6,0.868860313,11/23/2018,40.81005,-73.91977
7553,8240016,Large Brooklyn Apt Artsy & Centric,36791609,Paul,"Brooklyn, Bushwick",Entire home/apt,98$,201,6/24/2019,4.37,293,4.189301596,241.2,0.66299107,12/19/2018,40.69836,-73.93521
7554,10723142,Cozy and Small bedroom in Astoria!!,24981045,Julio,"Queens, Astoria",Private room,35$,1,2/1/2016,0.02,0,3.764627576,1.2,0.726132058,7/29/2015,40.76061,-73.91767
7555,33822605,Brooklyn share next to train 25 min to Manhattan,201015598,Anchor,"Brooklyn, Bedford-Stuyvesant",Shared room,35$,3,6/7/2019,1.11,77,3.340191186,3.6,0.742074234,12/2/2018,40.6783,-73.91055
7556,17456932,Ideal family spot in the upper west,5635997,Eldad,"Manhattan, Upper West Side",Entire home/apt,400$,5,4/24/2019,0.19,108,4.647895639,6,0.787913578,10/19/2018,40.79456,-73.96853
7557,25034878,Upper East Side Getaway! Lots of space!,169960804,Sanah,"Manhattan, Upper East Side",Entire home/apt,175$,7,10/30/2018,0.51,0,4.287876052,8.4,0.703064369,4/26/2018,40.77277,-73.94965
7558,1645915,Cozy 1.5BD in Parkslope Brooklyn,1967871,Lisa,"Brooklyn, South Slope",Entire home/apt,115$,185,6/5/2019,2.62,163,3.706543588,222,0.766721005,11/30/2018,40.66623,-73.98217
7559,21827276,Cozy Minimalist Small Room in a Great Apartment,93011199,Marion,"Brooklyn, Bedford-Stuyvesant",Private room,50$,24,5/24/2018,1.21,0,3.780804404,28.8,0.629793646,11/18/2017,40.68588,-73.95551
7560,11818137,Cozy and spacious studying bedroom,17638424,Sophie,"Queens, Elmhurst",Private room,43$,105,6/17/2019,2.61,140,4.374493213,126,0.69702646,12/12/2018,40.74624,-73.87376
7561,29412897,Large open space in Bushwick,1949282,Kyla,"Brooklyn, Bushwick",Private room,36$,13,6/15/2019,1.51,329,3.233226944,15.6,0.659877535,12/10/2018,40.69418,-73.9114
7562,458377,Bright Spacious 2 Bedroom/5 Room - wRoof Deck,346366,Sarah,"Brooklyn, Williamsburg",Entire home/apt,229$,12,5/28/2019,0.15,319,3.279591912,14.4,0.782055997,11/22/2018,40.70147,-73.94378
7563,30012164,"Historic Gem in Beautiful Clinton Hill, Brooklyn",30466297,Jack,"Brooklyn, Clinton Hill",Entire home/apt,450$,5,7/5/2019,0.66,11,4.382155429,6,0.733602269,12/30/2018,40.68632,-73.96292
7564,9412636,Safe&Cozy bdoom/5 mins to Manhattan,24244132,Yuhao,"Manhattan, Roosevelt Island",Private room,60$,1,5/30/2016,0.03,0,3.067081389,1.2,0.668389629,11/25/2015,40.76168,-73.95059
7565,31933373,The Ideal Vacation Home in Brooklyn:,78643953,Daniel,"Brooklyn, Bushwick",home,149$,19,7/8/2019,4.52,231,3.989721985,22.8,0.634389292,1/2/2019,40.69029,-73.91533
7566,32466401,Sonder | The Nash | Modern Studio + Rooftop,219517861,Sonder (NYC),"Manhattan, Murray Hill",Entire home/apt,172$,2,5/30/2019,0.75,338,3.519750734,2.4,0.675418837,11/24/2018,40.74915,-73.97557
7567,20029021,Beautiful Apartment in Brooklyn!,12431341,Klaudia,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,149$,3,10/21/2018,0.14,0,4.14873443,3.6,0.768929947,4/17/2018,40.69361,-73.94383
7568,26473275,Large 1 bedroom apartment near Prospect Park,749126,Stacey,"Brooklyn, South Slope",Entire home/apt,145$,8,5/13/2019,0.66,0,3.464056881,9.6,0.708619671,11/7/2018,40.66501,-73.98112
7569,16085227,1 Bedroom Apt. in Prime Williamsburg,9195264,Pilar,"Brooklyn, Williamsburg",Entire home/apt,,13,4/17/2017,0.41,0,3.022288122,15.6,0.718344606,10/12/2016,40.72043,-73.95508
7570,28917781,Walk in Basement Room with Window,35927005,Kathy,"Brooklyn, Borough Park",Private room,55$,1,10/20/2018,0.11,298,3.478132521,1.2,0.614146649,4/16/2018,40.63586,-74.00597
7571,7966447,SOHO NYC SEPT ROOM AVAILABLE!!,42034713,Olivia,"Manhattan, SoHo",Private room,50$,0,,,0,,,,8/18/2018,40.72251,-73.99957
7572,34518079,Park Avenue Suite with Large Outdoor Terrace,260577152,Royalton Park Avenue,"Manhattan, Midtown",Private room,400$,0,,,330,,,,3/8/2018,40.74291,-73.9868
7573,21869057,Spacious 2-bedroom Apt in Heart of Greenpoint,11967922,Vishanti & Jeremy,"Brooklyn, Greenpoint",Entire home/apt,10$,93,7/1/2019,4.73,32,3.087759441,111.6,0.620363511,12/26/2018,40.72421,-73.95364
7574,34956747,"Beautiful studio 96
Walk to Central Park/Manhattan",49292376,Melissa,"Manhattan, East Harlem",Entire home/apt,145$,1,6/9/2019,1,94,3.389758629,1.2,0.770766583,12/4/2018,40.78707,-73.95121
7575,20231737,"Bright, Clean Room with Private Bathroom",2065453,Ora & Scout,"Brooklyn, Crown Heights",Private room,69$,7,9/3/2018,0.33,0,3.399211846,8.4,0.632778112,2/28/2018,40.6775,-73.95404
7576,1373456,Warm & Welcoming Private Room,1286275,Kerry,"Brooklyn, Bushwick",Private room,65$,39,5/28/2017,0.56,187,3.752449678,46.8,0.789723296,11/22/2016,40.7041,-73.92418
7577,16775958,The Happy Hideaway,4232532,Jenn,"Brooklyn, South Slope",Entire home/apt,144$,12,1/1/2019,0.9,0,3.972812574,14.4,0.659997072,6/28/2018,40.6618,-73.98234
7578,3042553,Quiet bedroom in East Village NY.,15492140,Harper,"Manhattan, Lower East Side",Private room,77$,139,7/7/2019,2.29,18,4.742173537,166.8,0.847926574,1/1/2019,40.72232,-73.98987
7579,14109893,Charming Artist Studio,3404898,Erica,"Brooklyn, Prospect-Lefferts Gardens",Entire home/apt,110$,6,10/23/2016,0.17,0,4.004679583,7.2,0.655211129,4/19/2016,40.65915,-73.96004
7580,24086704,"The Photographer Room in Private Home, Near Metro",106460468,Felix,"Bronx, Kingsbridge",Private room,79$,45,6/12/2019,3,59,3.167190971,54,0.610541781,12/7/2018,40.88004,-73.9
7581,18180304,"Cozy, Private Studio in Bedstuy, Brooklyn",7598580,Julia,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,90$,1,10/3/2018,0.11,35,3.923637949,1.2,0.704751395,3/30/2018,40.67943,-73.94435
7582,14928089,Beautiful room with all Amenities and gym,71176668,David,"Manhattan, Harlem",Private room,110$,26,10/24/2018,0.76,280,3.618320614,31.2,0.639478501,4/20/2018,40.8153,-73.93741
7583,32990282,Private room in Astoria... 20 min to the city.,30698503,Sherry,"Queens, Ditmars Steinway",Private room,80$,3,6/21/2019,1.55,352,3.534705196,3.6,0.728103526,12/16/2018,40.77253,-73.91476
7584,16708692,2 Bedroom Apt.-30 secs from C train,110708643,Stephen,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,82$,80,5/26/2019,2.76,28,4.396925987,96,0.603839662,11/20/2018,40.67983,-73.92121
7585,33555952,"HUGE, SUNNY room in Financial District",12655794,Pat,"Manhattan, Financial District",Private room,150$,2,4/15/2019,0.62,90,3.797692538,2.4,0.688171067,10/10/2018,40.70598,-74.00804
7586,32766010,Private Studio in the Center of Manhattan,246432505,Qing,"Manhattan, Midtown",Entire home/apt,145$,7,6/16/2019,1.74,0,3.196426198,8.4,0.756438425,12/11/2018,40.74968,-73.98722
7587,4243533,Private Bedroom in Large Apartment,8732038,Lorna,"Queens, Woodside",Private room,100$,0,,,0,,,,2/24/2018,40.74808,-73.90404
7588,23926896,Bright & airy uptown sanctuary,5371388,Ashley,"Manhattan, Inwood",Entire home/apt,100$,3,6/16/2019,0.22,5,3.901905856,3.6,0.660665763,12/11/2018,40.86816,-73.93131
7589,19968961,Bedroom and own bathroom in Chelsea apartment,6393112,Katie,"Manhattan, Chelsea",Private room,110$,0,,,0,,,,7/22/2018,40.74286,-74.001
7590,34737998,Beautiful Studio Steps from Subway (ORANGE),29582232,Lee And Teri,"Brooklyn, Flatbush",Entire home/apt,,0,,,125,,,,7/7/2018,40.64163,-73.9655
7591,24201129,Bright & Cozy Studio in PRIME Flatiron/Chelsea,25635056,Christina,"Manhattan, Chelsea",Entire home/apt,250$,12,6/6/2019,1.33,7,4.685412485,14.4,0.815904343,12/1/2018,40.73836,-73.99567
7592,8542461,JFK Airport Spacious and gorgeous Room,14046692,Pedro J,"Queens, Howard Beach",Private room,50$,5,10/20/2017,0.24,0,4.153019521,6,0.633568964,4/16/2017,40.65918,-73.83038
7593,2889387,New York City near Staten Is. Ferry,2269517,Rob&Elle,"Staten Island, St. George",Private room,95$,234,6/30/2019,3.74,264,3.55853124,280.8,0.774473311,12/25/2018,40.6427,-74.08001
7594,18806061,One Bedroom with Workspace in a great location,2902737,Sonya,"Brooklyn, Williamsburg",Entire home/apt,91$,0,,,68,,,,3/12/2018,40.71015,-73.94747
7595,16193259,Sunny new room C/ 30mins to Manhattan,105640471,Jason,"Brooklyn, Sunset Park",Private room,48$,10,6/10/2019,0.71,240,3.655166793,12,0.724918818,12/5/2018,40.64052,-74.01539
7596,28443430,Beautiful Full-size Studio in Classic Brownstone,1820586,Lizania,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,80$,4,5/25/2019,0.44,14,3.606889073,4.8,0.751168916,11/19/2018,40.68279,-73.94805
7597,32069686,"Amazing views, sun, luxe style, live like a local!",27107891,Kossivi,"Brooklyn, Williamsburg",Entire home/apt,179$,8,6/21/2019,2.11,104,3.199383336,9.6,0.738256982,12/16/2018,40.71396,-73.93986
7598,4614146,Stay on St. Marks Place for your NYC Vacation!,4293340,Teena,"Manhattan, East Village",Private room,79$,2,12/25/2017,0.1,0,4.685578184,2.4,0.621118855,6/21/2017,40.72764,-73.98748
7599,1631845,1 bedroom apartment in NYC,1232988,Matthew,"Manhattan, Lower East Side",Entire home/apt,150$,19,6/16/2019,0.27,9,4.746707494,22.8,0.847461662,12/11/2018,40.71915,-73.99309
7600,13530036,Family home with private garden,2507277,Mark,"Brooklyn, Fort Greene",Entire home/apt,180$,0,,,0,,,,6/26/2018,40.68712,-73.97114
7601,9201989,"Peaceful, Sun-drenched Apartment in Vibrant Area",39939246,Sara,"Brooklyn, Clinton Hill",Entire home/apt,89$,3,12/28/2017,0.07,0,3.021838073,3.6,0.628581593,6/24/2017,40.68363,-73.96305
7602,15510233,PRIVATE ROOM IN COMFORTABLE APT.,43718548,Manuel,"Manhattan, Inwood",Private room,52$,16,10/15/2018,0.49,0,3.248013783,19.2,0.738869479,4/11/2018,40.8622,-73.93349
7603,12055540,Beautiful Studio Near Prospect Park,64568425,Christine,"Brooklyn, Prospect-Lefferts Gardens",Entire home/apt,80$,0,,,0,,,,9/30/2018,40.66099,-73.96083
7604,14246251,Doorman Gym 2 bed With balcony River View 5138,16098958,Jeremy & Laura,"Manhattan, Murray Hill",Entire home/apt,196$,1,10/31/2016,0.03,280,4.185699938,1.2,0.758008724,4/27/2016,40.74463,-73.9722
7605,33745608,Greenwich/West Village Sunny real one bedroom apt!,880797,Adrienne,"Manhattan, West Village",Entire home/apt,,3,5/20/2019,1.14,19,4.65104287,3.6,0.743598438,11/14/2018,40.73131,-74.00619
7606,15984590,Single room #2 (4f),102466916,Luca And Kameko,"Manhattan, Harlem",Private room,45$,6,6/23/2019,0.25,164,3.069384186,7.2,0.601991863,12/18/2018,40.80778,-73.94345
7607,22423659,PRIVATE ROOM CLOSE TO MANHATTAN,44213272,Miss. G.,"Queens, Astoria",Private room,60$,26,12/31/2018,1.41,173,4.605858358,31.2,0.928948328,6/27/2018,40.76903,-73.91895
7608,8114639,Cozy Private Bedroom in heart of Williamsburg,19058116,Sarah,"Brooklyn, Williamsburg",Private room,50$,3,7/29/2016,0.08,0,4.547242641,3.6,0.674947228,1/24/2016,40.7105,-73.94693
7609,13491951,QUIET OASIS in Prime Chelsea LRGE APT PRIVATE back,51137325,Ellen,"Manhattan, Chelsea",Entire home/apt,225$,0,,,280,,,,3/30/2018,40.74494,-74.00116
7610,24816926,Lovely One Bedroom Apartment in the East Village!!,70043681,Helene,"Manhattan, East Village",Entire home/apt,142$,50,7/1/2019,3.69,278,4.628728704,60,0.911810201,12/26/2018,40.72734,-73.97528
7611,14176286,Unique Cozy Designer Loft 1 stop to Manhattan,4043259,Tiffany,"Brooklyn, Greenpoint",Private room,67$,103,7/7/2019,2.94,126,4.761259701,123.6,0.892146814,1/1/2019,40.72521,-73.95575
7612,34341008,Large room min away from city/Prkg available,247092108,Jackie,"Queens, Astoria",Private room,110$,0,,,0,,,,8/2/2018,40.76807,-73.91341
7613,855462,1BR in Charming Downtown Apt,4469832,Stefan,"Manhattan, Lower East Side",Private room,90$,25,10/10/2018,0.46,35,3.202445764,30,0.633368339,4/6/2018,40.72034,-73.98585
7614,832596,Spacious 1 BR Near the Water UES,1723222,Nick,"Manhattan, Upper East Side",Entire home/apt,250$,1,5/24/2016,0.03,0,4.644389899,1.2,0.635059701,11/19/2015,40.77613,-73.94872
7615,22330756,Cosy private Bedroom in Williamsburg,54658419,Pierre,"Brooklyn, Williamsburg",Private room,100$,10,4/25/2019,0.55,0,4.442721785,12,0.716318903,10/20/2018,40.71127,-73.95898
7616,11317209,Modern Apartment in Williamsburg,20527254,Eddy,"Brooklyn, Williamsburg",Private room,65$,9,12/5/2016,0.25,0,4.29820706,10.8,0.63815373,6/1/2016,40.70821,-73.94719
7617,2748128,The Haven 2beds,11757212,Jasmine,"Brooklyn, Bushwick",Private room,69$,159,6/24/2019,2.89,280,4.320607226,190.8,0.669646562,12/19/2018,40.6982,-73.92852
7618,30979146,"Classic brick, Ambient lighting Apt Heart of NYC",231456842,Brian,"Manhattan, Hell's Kitchen",Entire home/apt,139$,5,5/24/2019,0.79,10,4.700420343,6,0.69235536,11/18/2018,40.76111,-73.99461
7619,10524983,Midtown West luxury one bedroom,49380531,Autumn,"Manhattan, Hell's Kitchen",Private room,90$,0,,,0,,,,10/8/2018,40.76696,-73.99139
7620,27930717,Charming and cozy bedroom - close to Manhattan,34817471,Maxime,"Queens, Long Island City",Private room,70$,3,9/24/2018,0.29,0,4.628274142,3.6,0.673727538,3/21/2018,40.7583,-73.93294
7621,2590590,Washer&Dryer - 6 Subway stops to NYC / 15 min ride,727585,Frances,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,92$,227,7/1/2019,3.61,173,3.597747481,272.4,0.749665298,12/26/2018,40.6883,-73.95644
7622,25255942,Room in brand new shared apt 20 mins to Manhattan,179657707,Andres,"Brooklyn, Bushwick",Private room,65$,3,5/27/2019,1.36,49,3.697384597,3.6,0.698637472,11/21/2018,40.70119,-73.91368
7623,23433516,The Kingston - A 3BR/2BA Duplex Apartment,174785774,Matthew,"Brooklyn, Crown Heights",Entire home/apt,162$,3,7/22/2018,0.24,0,3.428045156,3.6,0.692341351,1/16/2018,40.67487,-73.94051
7624,20089597,Time Square Private Studio,51445545,Jake,"Manhattan, Midtown",Entire home/apt,179$,117,6/20/2019,4.94,235,3.895567207,140.4,0.674416406,12/15/2018,40.75347,-73.98567
7625,18992110,Charming Nolita Apartment,12420115,Constanze,"Manhattan, Lower East Side",Entire home/apt,170$,16,2/18/2019,0.63,0,4.707031597,19.2,0.86418621,8/15/2018,40.7197,-73.99331
7626,12108512,"nice backyard, cool roommates",64932133,Kenny,"Brooklyn, Crown Heights",Private room,40$,0,,,0,,,,6/27/2018,40.67458,-73.94214
7627,478385,Sunny Midtown East Apt w/ a Loft!!!,2368133,Jimmy,"Manhattan, Kips Bay",Entire home/apt,135$,134,6/29/2019,1.56,236,4.843055557,160.8,0.934838876,12/24/2018,40.74428,-73.97809
7628,27252615,LUXURIOUS 3 BR WITH BALCONY & RIVER VIEWS,200380610,Pranjal,"Manhattan, Murray Hill",Entire home/apt,350$,0,,,327,,,,8/9/2018,40.74422,-73.97124
7629,25313748,Luxury One Bdrm Condo @TimeSquare,10106740,David,"Manhattan, Hell's Kitchen",Entire home/apt,269$,6,6/7/2019,0.66,277,4.887056281,7.2,0.648760231,12/2/2018,40.75788,-73.99198
7630,16133127,Cozy Alphabet City bedroom with private patio,105025187,Anima,"Manhattan, East Village",Private room,49$,1,8/4/2017,0.04,0,3.069798304,1.2,0.662440344,1/29/2017,40.72624,-73.978
7631,24833043,Emerald's View,101216314,Charlie,"Manhattan, Harlem",Private room,65$,28,2/22/2019,2,163,3.058892983,33.6,0.743988739,8/19/2018,40.80848,-73.94271
7632,17358323,Private Apt Near NYC Airport & Northshore Hospital,65232368,Adisson,"Queens, Douglaston",Entire home/apt,99$,49,6/30/2019,1.7,247,4.531647965,58.8,0.880309366,12/25/2018,40.76978,-73.73915
7633,32575757,"2nd floor, Room# 1 ( 8' x 10')",244817841,Aminul,"Brooklyn, East New York",Private room,35$,4,6/27/2019,1.19,260,4.614894142,4.8,0.713558209,12/22/2018,40.66954,-73.89539
7634,22191500,"Cozy room for one JFK, LGA & subway to Manhattan",162142087,Christian,"Queens, Jamaica",Private room,50$,36,6/23/2019,1.96,359,3.651716624,43.2,0.604822693,12/18/2018,40.68739,-73.80555
7635,31932152,An Unbeatable Cozy 3 Bedroom Apartment.,57885474,Shully'S,"Bronx, Wakefield",Entire home/apt,289$,14,7/7/2019,2.96,356,4.291141108,16.8,0.754518758,1/1/2019,40.89702,-73.85723
7636,261259,Apartment in Best location in NYC,1370358,Keiko,"Manhattan, West Village",Entire home/apt,145$,11,5/27/2015,0.12,0,4.57148495,13.2,0.833540626,11/21/2014,40.72953,-74.00462
7637,13378410,Hamilton Heights Abode,68600221,Victoria,"Manhattan, Harlem",Private room,54$,2,6/18/2017,0.05,0,3.649760638,2.4,0.655664459,12/13/2016,40.82429,-73.95225
7638,36388748,Private Times Square Room with Pool/Gym,217557021,Jas,"Manhattan, Hell's Kitchen",Private room,,0,,,365,,,,4/17/2018,40.7617,-73.99815
7639,15855156,Cozy room in the heart of Astoria,40503875,Hebert,"Queens, Astoria",Private room,55$,94,4/16/2019,2.91,0,3.180512094,112.8,0.734407496,10/11/2018,40.75927,-73.9092
7640,36008082,"Luxury Spacious Cityview Studio, Lots of Sunshine!",82650642,Praise,"Queens, Long Island City",Entire home/apt,116$,0,,,131,,,,3/1/2018,40.74818,-73.94123
7641,20864878,High Line Sun Drenched Home,13462349,Elvis,"Manhattan, Chelsea",Entire home/apt,200$,40,6/19/2019,1.81,288,3.502758783,48,0.753800829,12/14/2018,40.7469,-73.99494
7642,32991664,Private room with a balcony on the water,161135042,Valerie,"Queens, Long Island City",Private room,200$,1,3/22/2019,0.28,0,3.364455444,1.2,0.677975565,9/16/2018,40.74529,-73.95753
7643,17645939,Vintage Rainbow Room,103361884,Ebony,"Brooklyn, Flatbush",Private room,44$,25,6/30/2019,1.78,3,3.855385399,30,0.638823325,12/25/2018,40.6514,-73.9616
7644,6672758,Cool Large 3 bedrooms in the heart of East village,2196224,Sally,"Manhattan, East Village",Entire home/apt,197$,1,3/10/2018,0.06,191,4.899694114,1.2,0.739337926,9/4/2017,40.73037,-73.98158
7645,34022664,Couch surfing at the sanctuary,218883687,Parrish,"Brooklyn, East Flatbush",   Shared room      ,50$,8,6/30/2019,3,365,3.018506362,9.6,0.780214021,12/25/2018,40.63964,-73.94362
7646,24133244,Beautiful New York City Midtown Cozy Apartment,117510818,Lea,"Manhattan, Hell's Kitchen",Entire home/apt,225$,28,7/2/2019,1.87,323,3.748465074,33.6,0.689315673,12/27/2018,40.76657,-73.98514
7647,16395800,Small Room,78497102,Ira,"Manhattan, Lower East Side",Private room,99$,6,1/1/2018,0.2,0,4.944131889,7.2,0.76205142,6/28/2017,40.71777,-73.98526
7648,20188905,"Spacious 1BR  in Park Slope, Brooklyn NEAR PARK",8345393,Alexandra,"Brooklyn, South Slope",Entire home/apt,150$,3,8/24/2017,0.13,0,3.386691812,3.6,0.671838851,2/18/2017,40.66563,-73.98669
7649,28838875,Charming 2 Bedroom Apartment in Ideal Location,1228328,Hedda,"Brooklyn, Downtown Brooklyn",Entire home/apt,250$,8,5/21/2019,0.85,29,4.766727798,9.6,0.686873222,11/15/2018,40.69769,-73.98386
7650,31498735,NEW Perfect private room near Two Bridges IV,170263842,Sultan,"Manhattan, Lower East Side",Private room,71$,0,,,185,,,,9/30/2018,40.7096,-73.98703
7651,35354079,Cozy and luxurious apt in heart of Upper East Side,50484258,Daniel,"Manhattan, Upper East Side",Entire home/apt,290$,0,,,0,,,,8/20/2018,40.76299,-73.961
7652,4966559,cozy room 5 minutes to manhattan,25602663,Mizo,"Queens, Long Island City",Shared room,65$,1,10/16/2018,0.11,1,3.343943524,1.2,0.742490086,4/12/2018,40.75202,-73.93588
